Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2025-09-18
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2020-02-27;0;27,9;15,3;1,8;
2020-02-28;0;30,6;15,6;1,1;
2020-02-29;0;30,6;16,2;2,2;
2020-03-01;0;30,8;17,8;2,3;
2020-03-02;0;29,2;20,1;2,6;
2020-03-03;0;30;18,4;2,3;
2020-03-04;0;29,7;18,5;2,3;
2020-03-05;0;28,8;17,4;2,8;
2020-03-06;0;29,8;18,5;2,6;
2020-03-07;0;31,3;18,1;2,5;
2020-03-08;0;34,9;19,2;2,1;
2020-03-09;0;36;20,2;1,3;
2020-03-10;0;31,7;21,3;2,7;
2020-03-11;0;32,6;20,8;2,3;
2020-03-12;0;37,4;20,7;1,7;
2020-03-13;0;35,3;23,6;2,5;
2020-03-14;0;38,4;21,7;1,5;
2020-03-15;0;30;24;2,5;
2020-03-16;1;24,8;20;2;
2020-03-17;5,8;27,4;18,3;2,7;
2020-03-18;1;28,9;20,9;1,1;
2020-03-19;10,2;30,3;22,6;2,6;
2020-03-20;0;27,2;18;1,5;
2020-03-21;4,2;28,6;17,4;1,9;
2020-03-22;0;30,3;17,8;2,3;
2020-03-23;0;31,4;19,3;2,5;
2020-03-24;0;31,3;17,9;2,4;
2020-03-25;0;32,2;17,7;1,7;
2020-03-26;0;31,2;17,7;2,2;
2020-03-27;0;31,5;20,1;1,9;
2020-03-28;0;32,5;21,1;1,5;
2020-03-29;,7;30,9;22,2;1,4;
2020-03-30;0;34,5;20,5;1,9;
2020-03-31;0;31,6;21,9;2,5;
2020-04-01;0;29,4;21,8;2,9;
2020-04-02;8,6;27,8;21,1;2,9;
2020-04-03;0;24,1;15,7;2,9;
2020-04-04;0;26,1;15,1;1,9;
2020-04-05;0;30,1;14,5;1,5;
2020-04-06;8,2;23,4;18,2;1,8;
2020-04-07;3,1;22,4;15;2;
2020-04-08;0;23;11,7;2,3;
2020-04-09;0;24,2;15,7;2,4;
2020-04-10;3,1;24,2;14,3;1,2;
2020-04-11;1,9;24,2;14,3;1,4;
2020-04-12;0;26,5;12,7;2;
2020-04-13;0;30,4;15,3;1,5;
2020-04-14;1,6;22,3;16,3;3,9;
2020-04-15;0;22,7;13,8;3,5;
2020-04-16;0;22,1;13,1;2;
2020-04-17;0;22,2;15,3;1,6;
2020-04-18;1,4;26,6;14,1;1,9;
2020-04-19;0;28,8;16;1,8;
2020-04-20;0;29,9;15;1,6;
2020-04-21;0;30,4;15,5;1,3;
2020-04-22;0;29;16,3;1,6;
2020-04-23;0;29,1;15,8;1,5;
2020-04-24;0;31,4;16,5;1,2;
2020-04-25;0;32,1;16,9;1,2;
2020-04-26;0;25,6;19,7;1,8;
2020-04-27;0;26,2;20,5;3,4;
2020-04-28;0;33,2;20,1;1,8;
2020-04-29;0;25,6;18,5;1,5;
2020-04-30;0;25,2;12,9;2,3;
2020-05-01;0;24,4;13,3;2,2;
2020-05-02;0;22,5;13,8;1,2;
2020-05-03;0;25;11,9;1,8;
2020-05-04;0;26,1;11,5;,8;
2020-05-05;5,9;20,2;15,6;1,4;
2020-05-06;0;18,6;11,7;2,2;
2020-05-07;0;20,8;9,1;1,9;
2020-05-08;0;22,5;8,9;1,3;
2020-05-09;0;25,8;9,2;1,1;
2020-05-10;0;28;10,8;1,8;
2020-05-11;0;31,4;15,1;1,7;
2020-05-12;23,7;20,1;16,7;,8;
2020-05-13;15,7;19,1;16,5;1,7;
2020-05-14;1,1;20,8;11,7;1,3;
2020-05-15;0;19,8;8,9;1;
2020-05-16;0;22,8;8,9;1,3;
2020-05-17;0;25,8;11,2;1,4;
2020-05-18;0;26,9;11,8;1,9;
2020-05-19;0;29,2;12,6;1,1;
2020-05-20;0;30,5;14,6;1,1;
2020-05-21;0;24,6;18,1;1,2;
2020-05-22;56,2;21,7;17,5;1;
2020-05-23;17,3;19,2;14;2,5;
2020-05-24;7,8;16,7;13,8;2,3;
2020-05-25;0;20,7;12,8;3,5;
2020-05-26;0;17,6;12,7;3;
2020-05-27;0;19,3;9,2;1,1;
2020-05-28;0;26;7,6;,8;
2020-05-29;0;24,9;10,1;1,1;
2020-05-30;0;24,1;11,2;1,1;
2020-05-31;0;20;12,4;1,7;
2020-06-01;1,9;15,9;8,1;2;
2020-06-02;0;17,2;8,4;1,3;
2020-06-03;1,4;19,4;11,9;1,6;
2020-06-04;0;22,4;13,4;2,2;
2020-06-05;10,8;18,8;16,4;2,3;
2020-06-06;21,8;17,2;14,2;1,8;
2020-06-07;0;18,1;13,4;1,2;
2020-06-08;0;20,7;11,2;,9;
2020-06-09;0;18,4;14,6;1,9;
2020-06-10;0;19,8;12,3;1,5;
2020-06-11;12,5;21,6;17,3;,8;
2020-06-12;,8;27,2;17,8;1,4;
2020-06-13;42,4;21,3;12,6;2,1;
2020-06-14;0;15,6;4,8;1,7;
2020-06-15;0;18,5;7,8;1,8;
2020-06-16;0;26,6;10,9;1,2;
2020-06-17;0;27,8;14,2;,6;
2020-06-18;0;26,2;17,6;2;
2020-06-19;0;23,5;16,3;1,5;
2020-06-20;0;29,6;19,1;1,4;
2020-06-21;0;31,4;19,8;2,4;
2020-06-22;0;26,7;17;2,2;
2020-06-23;0;30,2;15,4;1,6;
2020-06-24;0;30,2;16;2,1;
2020-06-25;1,1;25,1;9,1;1,8;
2020-06-26;25,1;13,3;7,7;1,1;
2020-06-27;0;17;6,7;1,1;
2020-06-28;0;17,9;6,5;1,3;
2020-06-29;0;14,6;9;1;
2020-06-30;83,8;16,1;12,4;2,3;
2020-07-01;34,9;15;11,2;3,2;
2020-07-02;0;12,8;9,1;2,4;
2020-07-03;0;13,3;4,7;1,5;
2020-07-04;0;20,6;4,2;1;
2020-07-05;8,4;15,9;11,8;,8;
2020-07-06;14;14,4;11,5;1,1;
2020-07-07;16,6;14,1;10,8;2,7;
2020-07-08;109,9;15,4;12;2,2;
2020-07-09;2,3;14,4;8,5;2,5;
2020-07-10;0;22;4,7;,8;
2020-07-11;6,8;16,6;11,8;1,7;
2020-07-12;11,6;14,6;12,4;,7;
2020-07-13;,5;16,8;8,7;,9;
2020-07-14;0;12,8;3,6;2,2;
2020-07-15;0;15,6;2,7;1;
2020-07-16;0;11,8;6,6;,8;
2020-07-17;9,8;21,2;10,6;,8;
2020-07-18;0;30,2;13,6;,7;
2020-07-19;0;31;17;1,6;
2020-07-20;0;28,4;16,6;1,6;
2020-07-21;0;29;16;1,5;
2020-07-22;0;30;16,1;1,3;
2020-07-23;0;29,9;16,3;1,6;
2020-07-24;0;29,1;14,6;1,6;
2020-07-25;9,7;14,9;8,9;2,5;
2020-07-26;,2;19,7;6,1;1,1;
2020-07-27;8,1;20,8;10,5;1,5;
2020-07-28;64,9;17,3;9,5;1,5;
2020-07-29;1;14,2;5,1;1,5;
2020-07-30;0;16,2;2,6;2,7;
2020-07-31;0;22,6;6,5;1,1;
2020-08-01;1,9;24,3;12,3;,9;
2020-08-02;0;27,3;10,9;1,1;
2020-08-03;0;28,8;13,9;1,3;
2020-08-04;0;29;13,3;1;
2020-08-05;,2;26,8;11,9;1,4;
2020-08-06;0;28,6;12,4;,9;
2020-08-07;,1;25,4;14;,9;
2020-08-08;,1;20,6;13,6;1,6;
2020-08-09;0;26,5;11,9;1;
2020-08-10;0;30,4;13,3;1,3;
2020-08-11;0;25,4;9,1;1,2;
2020-08-12;33,5;12,9;6,4;1,7;
2020-08-13;15,7;15,6;12,5;1,4;
2020-08-14;,3;22,3;13,6;2,5;
2020-08-15;2,1;21,8;15;1,9;
2020-08-16;0;20,3;9,1;1;
2020-08-17;0;22,5;7,4;1,1;
2020-08-18;0;26,1;11,9;1,4;
2020-08-19;5,7;18;11,8;1,4;
2020-08-20;0;12,7;7,8;1,6;
2020-08-21;0;15,2;4;1,3;
2020-08-22;0;18,6;3,9;1,4;
2020-08-23;0;23,2;7,3;1,7;
2020-08-24;0;25,1;12;,9;
2020-08-25;0;27,2;13,4;1,4;
2020-08-26;0;31,1;13,6;1,3;
2020-08-27;0;31,3;17,3;1,4;
2020-08-28;0;19,8;15,2;1,1;
2020-08-29;1,1;30,7;15,4;1,4;
2020-08-30;14,1;18,3;11,3;1,7;
2020-08-31;3,2;13,7;10,1;2,1;
2020-09-01;10,9;17;10,8;3,1;
2020-09-02;0;26,2;15,7;1,8;
2020-09-03;6,2;19,8;12;2,3;
2020-09-04;13,1;19,4;12,2;1,3;
2020-09-05;8,4;14,8;11,6;3;
2020-09-06;36,8;16,2;13,7;1,6;
2020-09-07;9,1;15,7;13,1;2,4;
2020-09-08;7,4;21,7;14,9;3,1;
2020-09-09;0;27,6;16,8;1,4;
2020-09-10;27,5;22,8;15,3;1,6;
2020-09-11;0;26,2;13,6;1,1;
2020-09-12;,4;20,8;15,4;1,2;
2020-09-13;13,9;22,5;16,6;1,4;
2020-09-14;11,2;19,4;11,4;1,7;
2020-09-15;0;18,7;7,1;3,3;
2020-09-16;32;18,2;14,2;1,4;
2020-09-17;14;23,7;14,7;1,1;
2020-09-18;,2;26,5;14,1;1,4;
2020-09-19;,1;21,3;12,1;1,6;
2020-09-20;0;17,7;9,6;1,4;
2020-09-21;0;20,8;5,6;1,9;
2020-09-22;0;19,6;7,3;3,1;
2020-09-23;0;27,8;9,1;,8;
2020-09-24;0;29,6;13,9;1,7;
2020-09-25;0;29;15,8;1,9;
2020-09-26;,1;26,9;16,8;2,7;
2020-09-27;0;23,8;19,4;2,1;
2020-09-28;15,8;21,8;16,1;2,2;
2020-09-29;0;23,8;11,4;2,2;
2020-09-30;17,4;27,4;17,8;1,7;
2020-10-01;8,3;26,8;20,7;2,2;
2020-10-02;4,5;26,8;14,8;2,3;
2020-10-03;13,9;15,1;11,5;2,3;
2020-10-04;21,7;17,5;12,1;2,8;
2020-10-05;2,3;24;15,9;1,5;
2020-10-06;0;21,7;12,8;1,6;
2020-10-07;0;19,4;13,7;1,3;
2020-10-08;0;24,6;15,1;1,9;
2020-10-09;0;25,7;11,9;1,5;
2020-10-10;,2;21,6;13,4;1,7;
2020-10-11;0;28;10,2;1,4;
2020-10-12;0;27,6;14,6;2,3;
2020-10-13;0;24,6;12,5;3,3;
2020-10-14;0;25;12,7;1,3;
2020-10-15;0;24,3;13,1;2,1;
2020-10-16;0;26,5;16,9;2,7;
2020-10-17;0;28,3;13,9;1,6;
2020-10-18;0;31,5;16,5;1,2;
2020-10-19;0;34,3;17,5;1,5;
2020-10-20;0;27,5;17,5;1,9;
2020-10-21;0;24,3;19,2;3,5;
2020-10-22;1,2;25,4;17,3;3,5;
2020-10-23;0;25;18,8;1,6;
2020-10-24;1,2;31,6;19,3;1,2;
2020-10-25;0;32,2;19,5;1,9;
2020-10-26;0;27,6;20,9;1,7;
2020-10-27;26,6;20,9;13,5;3,1;
2020-10-28;22;27,1;13,5;2,2;
2020-10-29;,2;20,2;16;1,6;
2020-10-30;0;21,3;10,9;1,9;
2020-10-31;0;23,3;14,3;2;
2020-11-01;0;23,9;14,1;2,1;
2020-11-02;0;24,5;12,2;1,6;
2020-11-03;0;24,1;13,9;2,3;
2020-11-04;0;23,1;13,1;2,1;
2020-11-05;,7;23,5;11,4;1,5;
2020-11-06;2,2;25,7;13,5;2,1;
2020-11-07;0;28,5;17,9;2,8;
2020-11-08;0;26,4;19,8;3;
2020-11-09;0;23;20;2,3;
2020-11-10;1;30,2;19,3;1,8;
2020-11-11;0;29,4;19,1;1,7;
2020-11-12;0;29,7;19,4;1,3;
2020-11-13;0;30,2;20,6;1,5;
2020-11-14;0;34,2;19,9;1,9;
2020-11-15;0;30,3;21,1;1,7;
2020-11-16;12,5;23,8;19,5;1,5;
2020-11-17;10,6;25,5;15,3;1,6;
2020-11-18;0;24,6;14,1;1,6;
2020-11-19;0;25,9;15,2;2,1;
2020-11-20;0;25,5;15,2;1,5;
2020-11-21;0;26,4;14,1;2,1;
2020-11-22;0;27,6;14,9;2,5;
2020-11-23;0;31;16,7;2,2;
2020-11-24;0;35,4;19,5;1,1;
2020-11-25;0;37,6;20,1;2,6;
2020-11-26;12,7;27,9;20,5;1,7;
2020-11-27;1,9;25,7;21,1;2,1;
2020-11-28;0;30,8;21,3;1,7;
2020-11-29;9,4;30,9;20;2;
2020-11-30;0;26,6;21,7;2,3;
2020-12-01;0;28;17,8;2,9;
2020-12-02;0;31,6;19,9;2,1;
2020-12-03;29;29,1;19,8;2,4;
2020-12-04;,2;29;19,3;1,9;
2020-12-05;0;21,8;19;1,8;
2020-12-06;0;21,2;16,6;2,3;
2020-12-07;3,6;25,8;17,5;1,4;
2020-12-08;0;28,1;16,8;1,7;
2020-12-09;0;28,6;19,4;1,5;
2020-12-10;0;32,9;18;1,5;
2020-12-11;0;37,9;20,5;2;
2020-12-12;0;31,2;24,5;1,9;
2020-12-13;1,1;34,3;21,7;2,1;
2020-12-14;68,4;25,5;19,5;1,2;
2020-12-15;0;33;18,3;1,3;
2020-12-16;0;31,1;20,9;1,7;
2020-12-17;,9;31,2;21,8;1,5;
2020-12-18;0;33;20,2;1,9;
2020-12-19;0;31,9;22;2;
2020-12-20;3,4;27,9;22,9;2,7;
2020-12-21;0;27,5;18,9;1,9;
2020-12-22;0;27;15,9;1,5;
2020-12-23;0;30;16,7;2,3;
2020-12-24;0;31,7;21;2,4;
2020-12-25;0;31,5;21,3;2;
2020-12-26;0;30,2;20,3;2,2;
2020-12-27;0;31;21,4;2,2;
2020-12-28;,6;30,7;21,4;2,9;
2020-12-29;0;33,7;20,5;1,6;
2020-12-30;0;35,1;21,4;1,4;
2020-12-31;17,8;29,4;21,1;1,9;
2021-01-01;0;30;18,3;,7;
2021-01-02;0;29,2;18;null;
2021-01-03;0;31;18;,8;
2021-01-04;0;32,5;20,4;2,7;
2021-01-05;0;29,7;22,1;1;
2021-01-06;11,8;31,1;21;1,5;
2021-01-07;3,2;33,9;22,3;2,4;
2021-01-08;0;35;22,5;2;
2021-01-09;0;35,7;19,7;2,5;
2021-01-10;0;35,4;25,8;1,1;
2021-01-11;0;38,4;25,4;2,5;
2021-01-12;12,3;30,1;22,6;2;
2021-01-13;,5;27,2;20,7;2,4;
2021-01-14;0;28,2;18,5;2,7;
2021-01-15;0;33;20,4;2,1;
2021-01-16;0;33,6;24,2;1,3;
2021-01-17;23,2;29,8;20,6;1,5;
2021-01-18;4;28,1;21,7;3;
2021-01-19;0;28,9;17,3;2,4;
2021-01-20;0;26,9;20,4;3,4;
2021-01-21;0;28,3;20,9;3;
2021-01-22;0;30,6;21,7;2,6;
2021-01-23;0;32,6;21,3;2,8;
2021-01-24;0;34,2;21,2;1,4;
2021-01-25;14,6;33,2;20,6;1,3;
2021-01-26;0;33,4;21,2;2,1;
2021-01-27;18,5;30,4;23,7;1,8;
2021-01-28;24,7;26,9;22,5;1,3;
2021-01-29;6,6;32,2;21,7;1,1;
2021-01-30;0;32,7;23,1;1,5;
2021-01-31;6,2;29;21,3;1;
2021-02-01;0;32;22,2;1,4;
2021-02-02;0;34,2;23,7;1,6;
2021-02-03;5,7;30,1;22,8;1;
2021-02-04;17,6;27;20,7;3,1;
2021-02-05;,7;26,5;18,1;1,9;
2021-02-06;0;28,9;18,1;1,3;
2021-02-07;0;29;18,9;2,1;
2021-02-08;0;30,3;17,7;1,7;
2021-02-09;0;32,1;19;1,6;
2021-02-10;0;31,9;20,7;1,9;
2021-02-11;0;31,2;20,8;2,1;
2021-02-12;,6;30,7;21,9;1,4;
2021-02-13;3;31,7;20,4;1,6;
2021-02-14;0;30,3;23,1;null;
2021-02-15;0;30,4;20,5;null;
2021-02-16;1,2;30,1;21,7;null;
2021-02-17;0;29;19,5;2,3;
2021-02-18;0;28,9;20,2;1,8;
2021-02-19;0;30,2;19,8;2,5;
2021-02-20;0;29,8;20;1,8;
2021-02-21;0;32,4;21;1,7;
2021-02-22;0;34,9;21,6;1,3;
2021-02-23;1,6;29,8;23,2;1,5;
2021-02-24;0;30,8;20,8;1,9;
2021-02-25;0;31,1;19,3;2,1;
2021-02-26;0;30,6;18,9;2,4;
2021-02-27;0;30,5;21,2;2,5;
2021-02-28;0;29,7;21,2;3;
2021-03-01;,2;31,7;21,3;1,7;
2021-03-02;0;32,8;21,9;null;
2021-03-03;0;33,8;23,5;,6;
2021-03-04;0;30;22,3;1;
2021-03-05;11,9;26,4;20,8;1,4;
2021-03-06;12,7;27,6;19,7;1,5;
2021-03-07;0;30,2;16,9;1,3;
2021-03-08;0;31,4;19,7;1,2;
2021-03-09;10,4;27,6;20,3;1,6;
2021-03-10;,6;27,9;21,1;1,3;
2021-03-11;0;29,7;17,9;1,7;
2021-03-12;0;30,2;18,7;1,1;
2021-03-13;0;31,9;18,7;,8;
2021-03-14;0;30,7;20,7;1,5;
2021-03-15;0;29,7;21,1;2,5;
2021-03-16;0;35;22,3;1,4;
2021-03-17;13,5;29,9;21,4;2,2;
2021-03-18;0;26,5;19,8;1,3;
2021-03-19;0;28,3;20,7;1,8;
2021-03-20;0;34,5;20,7;1,8;
2021-03-21;,2;27,2;22,5;1,2;
2021-03-22;4,6;26;20,9;1,2;
2021-03-23;3;24,1;21,1;1,2;
2021-03-24;1,1;27,7;20,1;1,7;
2021-03-25;,2;33,7;19,7;1,2;
2021-03-26;5,9;30,5;21,9;1,8;
2021-03-27;7,7;25,3;21,8;1,8;
2021-03-28;1;28;21,4;1,8;
2021-03-29;,3;26;19,7;2,1;
2021-03-30;0;24,8;17,4;1,2;
2021-03-31;3,7;26,1;17;1,8;
2021-04-01;,2;27,1;17,3;1,6;
2021-04-02;,1;25,2;16,4;2,2;
2021-04-03;0;30;18,3;1,6;
2021-04-04;0;30,4;18,3;1,6;
2021-04-05;0;31,6;19,2;1,3;
2021-04-06;0;30,9;20,1;1;
2021-04-07;0;30,1;18,6;1,5;
2021-04-08;0;32,1;20,5;1,2;
2021-04-09;0;33,6;20,7;1,8;
2021-04-10;0;33,8;23,7;1,4;
2021-04-11;0;34,3;23,1;2,5;
2021-04-12;0;26,7;17,7;1,4;
2021-04-13;,1;25,9;18,3;1,6;
2021-04-14;0;28,7;16,5;1,4;
2021-04-15;0;28,9;18,5;1,2;
2021-04-16;0;29,4;20,4;1,6;
2021-04-17;0;26,6;21,1;2;
2021-04-18;0;27,2;19,7;2,4;
2021-04-19;0;27,9;16,9;2,1;
2021-04-20;0;27,3;18,9;2,1;
2021-04-21;0;26,4;18,7;2,5;
2021-04-22;0;27,5;16,7;2,3;
2021-04-23;0;29,5;16,5;,9;
2021-04-24;0;28,8;15,7;,7;
2021-04-25;7,5;23,6;18;1,1;
2021-04-26;18,3;21,7;14,3;,9;
2021-04-27;,2;23;14,5;1,4;
2021-04-28;0;24;11,7;1,3;
2021-04-29;0;24,8;13,3;,9;
2021-04-30;0;27,6;13,2;1,4;
2021-05-01;0;28,1;13,4;,6;
2021-05-02;0;30,5;14,6;1;
2021-05-03;0;32,9;16,9;1,1;
2021-05-04;0;27,4;18,9;1;
2021-05-05;8;19;13,8;,6;
2021-05-06;14,9;16,9;13,9;1;
2021-05-07;,1;20,8;9,7;1,3;
2021-05-08;0;23,1;10;1,2;
2021-05-09;,2;24,5;11,1;,8;
2021-05-10;0;26,5;13,7;1,2;
2021-05-11;16,2;19,3;13,7;1,3;
2021-05-12;0;20,3;10,1;1,5;
2021-05-13;0;20,5;8,1;1;
2021-05-14;0;21,2;7,4;1;
2021-05-15;0;21,3;8,6;1;
2021-05-16;0;22,4;12,3;,9;
2021-05-17;0;22,2;14,7;1,3;
2021-05-18;0;20;10,5;1;
2021-05-19;0;19,2;8,3;,9;
2021-05-20;0;17,4;10,5;1,1;
2021-05-21;,4;18,7;13,9;1,9;
2021-05-22;49,3;22,9;15;1,5;
2021-05-23;0;15,7;13,5;3,8;
2021-05-24;0;17;11,6;4,4;
2021-05-25;0;19,6;8,3;1,9;
2021-05-26;0;21;8,4;1,1;
2021-05-27;,2;23,7;9,4;1,7;
2021-05-28;0;17,9;11,3;1,4;
2021-05-29;77,8;21,3;14,6;1,6;
2021-05-30;0;15,9;7,1;1,3;
2021-05-31;0;17,1;4,6;1,2;
2021-06-01;0;22,2;7,5;1;
2021-06-02;0;23,6;13,1;1,1;
2021-06-03;0;23,1;9,8;,8;
2021-06-04;0;29,6;10,9;,6;
2021-06-05;0;31,5;17;2,9;
2021-06-06;14,4;18,8;14,6;1,5;
2021-06-07;0;19,2;14,1;2,3;
2021-06-08;,5;17,1;15,8;1,7;
2021-06-09;15,1;20,6;16,2;2,7;
2021-06-10;,2;17,9;15,1;1,6;
2021-06-11;20,5;19,2;12,7;1,6;
2021-06-12;0;19,4;7,9;1,3;
2021-06-13;0;22,6;8,9;,9;
2021-06-14;0;23,3;10;,9;
2021-06-15;,2;15,8;11,2;1,4;
2021-06-16;0;15,1;8,4;,9;
2021-06-17;0;16;8,3;,8;
2021-06-18;0;15,3;8,6;1,3;
2021-06-19;0;16,8;11,4;1,1;
2021-06-20;1,6;18,6;13,8;1,1;
2021-06-21;0;15;13,5;,8;
2021-06-22;1,4;17,4;11,2;1,5;
2021-06-23;,2;19,9;13,3;1,6;
2021-06-24;0;21,6;15,7;2,1;
2021-06-25;6,5;19,9;12,1;1,5;
2021-06-26;12,3;16,9;11,1;1,6;
2021-06-27;97,6;16,7;11,2;2,3;
2021-06-28;,2;11,6;7,2;2,7;
2021-06-29;0;9,8;7,3;3,2;
2021-06-30;,5;11,6;8,1;1,4;
2021-07-01;,6;18,5;6,6;1,1;
2021-07-02;,2;20,6;7,4;1;
2021-07-03;,1;19,3;7,8;1;
2021-07-04;,2;16,8;5;,9;
2021-07-05;,1;19,9;7,2;1,2;
2021-07-06;,2;21,4;10,6;,9;
2021-07-07;0;24,3;10,5;1,3;
2021-07-08;0;24;11,6;1;
2021-07-09;0;23,8;13,2;,8;
2021-07-10;0;25,4;11;1,6;
2021-07-11;0;22,8;13,4;1,4;
2021-07-12;0;26,5;14,4;,5;
2021-07-13;,1;22,9;13,5;,6;
2021-07-14;0;21,8;15,8;1,6;
2021-07-15;9,5;19,7;14,6;1,1;
2021-07-16;,4;18,4;9,7;1;
2021-07-17;0;16,8;9,9;2;
2021-07-18;0;14,2;6,7;3,8;
2021-07-19;0;12,8;8,8;2,5;
2021-07-20;0;15,7;4,5;1,3;
2021-07-21;,1;18,9;4,8;1,1;
2021-07-22;0;22,3;3,4;,9;
2021-07-23;0;27,6;7,8;,9;
2021-07-24;0;28,2;10,8;,9;
2021-07-25;0;28,2;12,6;1,4;
2021-07-26;3,6;22,7;15,5;1,2;
2021-07-27;28,2;16,8;8,1;2,8;
2021-07-28;0;11,6;4,3;3,2;
2021-07-29;1,5;11,6;3;2,1;
2021-07-30;0;15,7;2,1;1,1;
2021-07-31;0;20,5;4,2;,9;
2021-08-01;0;19,5;6,5;,8;
2021-08-02;0;16,1;9,5;,9;
2021-08-03;0;17,6;6,5;1,4;
2021-08-04;,1;16;10,3;1,6;
2021-08-05;0;23;13,8;1,8;
2021-08-06;0;24,6;13,4;1,6;
2021-08-07;0;28,6;12,1;1,2;
2021-08-08;0;29,3;14,8;1;
2021-08-09;0;26,9;15,1;1;
2021-08-10;7,1;16,8;12,5;1,2;
2021-08-11;2,3;15;8,3;1,5;
2021-08-12;0;14,3;4;1,6;
2021-08-13;0;19,6;10;2,6;
2021-08-14;0;23,4;12,6;1,2;
2021-08-15;0;20;12,4;1,2;
2021-08-16;0;19,9;13;1;
2021-08-17;0;27,5;15;,9;
2021-08-18;8,1;21,3;16;1,9;
2021-08-19;12;34,8;16,4;2,1;
2021-08-20;0;25,6;16,7;1,9;
2021-08-21;1,5;19,4;14,9;1,3;
2021-08-22;,7;32,6;14,3;1;
2021-08-23;0;22,8;15,7;2,9;
2021-08-24;2,8;18;14,5;2,5;
2021-08-25;51,7;19,7;15,8;1,9;
2021-08-26;53,3;17,3;12,3;1,4;
2021-08-27;,2;21,5;8,2;,7;
2021-08-28;0;21,6;11,3;2,2;
2021-08-29;0;25,6;15;1,1;
2021-08-30;0;26,9;14,1;1,3;
2021-08-31;0;29,6;16,6;1,2;
2021-09-01;0;29,9;14,5;1,4;
2021-09-02;0;30,3;17,7;1,2;
2021-09-03;0;22,9;17,2;1,6;
2021-09-04;0;21,6;14,5;1,7;
2021-09-05;25,9;22,6;14,9;1,2;
2021-09-06;0;23,9;15,4;2,2;
2021-09-07;7,8;17,8;16,1;1,9;
2021-09-08;61,2;20,9;16,7;1,8;
2021-09-09;6,3;22,3;14,5;6;
2021-09-10;0;17,6;13,4;2,7;
2021-09-11;,2;22,5;14,3;1,6;
2021-09-12;0;30,4;11,2;1,2;
2021-09-13;6,2;23;18,2;2,3;
2021-09-14;53,3;20,2;17,6;1,3;
2021-09-15;,6;20,5;11,5;1,5;
2021-09-16;0;21,1;9,7;1,7;
2021-09-17;0;20,3;12,8;1;
2021-09-18;4,5;24,4;14,5;1;
2021-09-19;,2;23,4;16,8;1,9;
2021-09-20;20,1;26,9;19,5;,9;
2021-09-21;,1;20,7;14,6;1,9;
2021-09-22;0;21,9;11,6;2,3;
2021-09-23;0;21,1;14,2;1,2;
2021-09-24;6,3;21,7;15,4;1,3;
2021-09-25;0;24,2;11,6;1,1;
2021-09-26;0;27,4;14,8;1,2;
2021-09-27;0;29,8;17,4;1,1;
2021-09-28;0;22,3;17,2;1,2;
2021-09-29;8,6;23,7;17,2;2,4;
2021-09-30;0;24,5;14,8;2,5;
2021-10-01;27,1;24,1;16,3;1,8;
2021-10-02;0;24,4;14,6;1,6;
2021-10-03;3,1;22,2;16,2;1,9;
2021-10-04;,7;20,4;13,3;1,1;
2021-10-05;0;21,9;9,6;1,4;
2021-10-06;0;23,7;13;1,6;
2021-10-07;0;21,7;11,4;1,7;
2021-10-08;0;22,6;11,7;2,9;
2021-10-09;0;22;15,3;2,7;
2021-10-10;0;25,8;17;2,4;
2021-10-11;,6;23;16,1;1,5;
2021-10-12;1,4;28,2;16;,9;
2021-10-13;0;31,1;16,9;1,3;
2021-10-14;0;31;20,4;1,4;
2021-10-15;10;25;16,6;2,3;
2021-10-16;16,3;19,6;15,4;1,3;
2021-10-17;3;23,2;14,2;1,4;
2021-10-18;0;24,7;13,3;2,1;
2021-10-19;0;23,3;12,6;1,9;
2021-10-20;0;23,7;12,3;2,5;
2021-10-21;0;26,8;13,4;1,4;
2021-10-22;0;27,2;14,9;1,3;
2021-10-23;0;27,2;16,2;1,4;
2021-10-24;2,6;25,9;15;2;
2021-10-25;0;28,6;12;1,8;
2021-10-26;0;32,8;14,9;1,5;
2021-10-27;0;34,3;16,8;1,8;
2021-10-28;0;29,8;17,5;2,5;
2021-10-29;0;28,7;18,4;2,9;
2021-10-30;0;29;19,3;2,6;
2021-10-31;0;31,1;19,4;2,3;
2021-11-01;0;31,4;18,6;1,8;
2021-11-02;0;32;19,1;1,4;
2021-11-03;,2;24,9;20,4;1,9;
2021-11-04;17,3;30,1;19;2,1;
2021-11-05;0;29,9;19,9;1,3;
2021-11-06;0;23,8;17,2;2,1;
2021-11-07;14;24,4;15,4;1,6;
2021-11-08;0;25,3;13,9;2,2;
2021-11-09;0;26,3;13,6;1,4;
2021-11-10;0;26,4;14,5;2,9;
2021-11-11;0;25,1;16,3;3;
2021-11-12;0;24,8;14,9;2,8;
2021-11-13;0;27,9;15;2,4;
2021-11-14;0;32,3;15,9;1,4;
2021-11-15;0;33,1;19,5;2;
2021-11-16;0;32,2;19,6;1,6;
